loss_values,val_loss_values,acc_values,val_acc_values
1.0212903022766113,0.9264440536499023,0.4647707939147949,0.5203390121459961
0.9429234266281128,0.894848644733429,0.511035680770874,0.5677965879440308
0.89979487657547,0.8430420756340027,0.539898157119751,0.6050847172737122
0.8724783658981323,0.806385338306427,0.5865874290466309,0.6491525173187256
0.8592779040336609,0.772258460521698,0.5963497161865234,0.696610152721405
0.8532679080963135,0.8147861361503601,0.5950763821601868,0.6084745526313782
0.8721295595169067,0.7540065050125122,0.573429524898529,0.6406779885292053
0.7961705923080444,0.6926816701889038,0.6383700966835022,0.693220317363739
0.7867573499679565,0.7036994695663452,0.6370967626571655,0.6694915294647217
0.7432534694671631,0.7336724996566772,0.674872636795044,0.6305084824562073
0.75724858045578,0.6452471017837524,0.6553480625152588,0.7271186709403992
0.7425366640090942,0.6499336957931519,0.6600169539451599,0.7305084466934204
0.7618072032928467,0.6359719038009644,0.6362478733062744,0.7050847411155701
0.715349018573761,0.5968571901321411,0.676570475101471,0.7508474588394165
0.7520892024040222,0.6898732781410217,0.6621392369270325,0.6847457885742188
0.7424910664558411,0.7260221242904663,0.6561969518661499,0.6559321880340576
0.7443341612815857,0.7213342785835266,0.6723259687423706,0.6593220233917236
0.7299106121063232,0.6867268681526184,0.6685059666633606,0.698305070400238
0.6919420957565308,0.5810490250587463,0.6842105388641357,0.7423728704452515
0.6990392208099365,0.6092314124107361,0.6918506026268005,0.7271186709403992
0.7485151290893555,0.7894344329833984,0.6519524455070496,0.6288135647773743
0.7019340395927429,0.7022765278816223,0.691426157951355,0.6813559532165527
0.6852303743362427,0.7820920348167419,0.6994906663894653,0.6305084824562073
0.7167209386825562,0.5602816343307495,0.6799660325050354,0.7338982820510864
0.6757393479347229,0.5770569443702698,0.6910017132759094,0.7644068002700806
0.6953189969062805,0.6057876348495483,0.6876060962677002,0.7203390002250671
0.6578816175460815,0.6009609699249268,0.6935483813285828,0.7474576234817505
0.6682902574539185,0.6064959764480591,0.6897283792495728,0.7169491648674011
0.7364083528518677,0.6180092692375183,0.6646859049797058,0.7322033643722534
0.6625523567199707,0.7739832401275635,0.6965195536613464,0.6593220233917236
0.6880126595497131,0.5965529680252075,0.6871816515922546,0.7423728704452515
0.7015867233276367,0.7260739803314209,0.6735993027687073,0.6525423526763916
0.6844717264175415,0.6159138679504395,0.7024617791175842,0.7237288355827332
0.6836181282997131,0.5675640106201172,0.6893039345741272,0.7610169649124146
0.6903708577156067,0.6140141487121582,0.6926994919776917,0.7355931997299194
0.6694982647895813,0.6045830249786377,0.6960950493812561,0.7254237532615662
0.7064215540885925,0.7832551598548889,0.674872636795044,0.6203389763832092
0.670016884803772,0.559536874294281,0.6986417770385742,0.7457627058029175
0.6373324990272522,0.6389766335487366,0.7168930172920227,0.7338982820510864
0.6673283576965332,0.6477005481719971,0.7024617791175842,0.7135593295097351
0.6861463189125061,0.6072207093238831,0.6774193644523621,0.7305084466934204
0.6354404091835022,0.6047744154930115,0.7232597470283508,0.7322033643722534
0.6851729154586792,0.580463707447052,0.6977928876876831,0.7440677881240845
0.6437309384346008,0.5843256115913391,0.7215619683265686,0.7186440825462341
0.7489916086196899,0.6500092148780823,0.6426146030426025,0.7338982820510864
0.6786273717880249,0.5778388381004333,0.6922750473022461,0.7406779527664185
0.6647246479988098,0.5555937886238098,0.6977928876876831,0.7423728704452515
0.6863585710525513,0.6944443583488464,0.6922750473022461,0.6864407062530518
0.7225438356399536,0.5762596130371094,0.6629881262779236,0.7322033643722534
0.6379762887954712,0.5512004494667053,0.7067062854766846,0.7661017179489136
0.691228449344635,0.599964439868927,0.6901528239250183,0.7288135886192322
0.6559345126152039,0.604678750038147,0.6956706047058105,0.7406779527664185
0.619631290435791,0.5533030033111572,0.7164685726165771,0.7610169649124146
0.6897856593132019,0.7141240239143372,0.6829372048377991,0.6728813648223877
0.676440954208374,0.5729817748069763,0.6973684430122375,0.7406779527664185
0.6271808743476868,0.580868661403656,0.7045840620994568,0.7440677881240845
0.6711886525154114,0.6321284770965576,0.6833616495132446,0.7033898234367371
0.6284850239753723,0.6597387790679932,0.7177419066429138,0.699999988079071
0.6114910840988159,0.5608581900596619,0.7173174619674683,0.7440677881240845
0.6210294961929321,0.5539771914482117,0.7194397449493408,0.7491525411605835
0.6169562935829163,0.6258591413497925,0.7207130789756775,0.7271186709403992
0.6150628924369812,0.5536452531814575,0.7279286980628967,0.7508474588394165
0.6491464376449585,0.6121566295623779,0.711799681186676,0.7305084466934204
0.6086792349815369,0.5523167252540588,0.7190153002738953,0.7593220472335815
0.6176997423171997,0.6114312410354614,0.7134974598884583,0.7237288355827332
0.6265013813972473,0.5498573184013367,0.7016128897666931,0.7440677881240845
0.6640805006027222,0.7017200589179993,0.6939728260040283,0.6644067764282227
0.6389026045799255,0.5454931855201721,0.7109507918357849,0.7762711644172668
0.6343324780464172,0.5686295628547668,0.710101842880249,0.7593220472335815
0.6609047055244446,0.6098006367683411,0.6863327622413635,0.7152542471885681
0.626518964767456,0.5941141843795776,0.711799681186676,0.7220339179039001
0.6219871044158936,0.6071990728378296,0.7113752365112305,0.7542372941970825
0.6030092835426331,0.5375564694404602,0.7317487001419067,0.7677966356277466
0.6100984811782837,0.7057571411132812,0.711799681186676,0.7033898234367371
0.70196133852005,0.6359137892723083,0.6786926984786987,0.7559322118759155
0.6361375451087952,0.5903527140617371,0.7054329514503479,0.7508474588394165
0.5944346785545349,0.5587943196296692,0.7321732044219971,0.7694915533065796
0.5809363722801208,0.5419470071792603,0.7249575257301331,0.7610169649124146
0.5885178446769714,0.5475462675094604,0.7262309193611145,0.7440677881240845
0.6460661888122559,0.6654077172279358,0.7020373344421387,0.693220317363739
0.6214266419410706,0.6900309920310974,0.711799681186676,0.6813559532165527
0.6440126299858093,0.5989410281181335,0.715619683265686,0.7508474588394165
0.6064334511756897,0.5679646134376526,0.7202886343002319,0.7644068002700806
0.6163954138755798,0.6015111804008484,0.7185908555984497,0.7423728704452515
0.662855863571167,0.5758939981460571,0.6931239366531372,0.7491525411605835
0.6054999232292175,0.5589808225631714,0.7262309193611145,0.7576271295547485
0.5809168219566345,0.5410541296005249,0.7347198724746704,0.7644068002700806
0.6039420366287231,0.5986801981925964,0.7190153002738953,0.7220339179039001
0.5979532599449158,0.5651481747627258,0.7224108576774597,0.7271186709403992
0.5767677426338196,0.5781741142272949,0.738964319229126,0.7711864113807678
0.5829505920410156,0.5704640746116638,0.7342954277992249,0.7457627058029175
0.5867133736610413,0.6261290311813354,0.7393888235092163,0.7220339179039001
0.6208277344703674,0.6948541402816772,0.7096773982048035,0.7186440825462341
0.5907490849494934,0.5701608657836914,0.7317487001419067,0.7559322118759155
0.5813072919845581,0.6113913059234619,0.7402377128601074,0.7661017179489136
0.639937698841095,0.5682394504547119,0.7020373344421387,0.7779660820960999
0.6480826139450073,0.657079815864563,0.7054329514503479,0.698305070400238
0.633674681186676,0.5654109716415405,0.711799681186676,0.7457627058029175
0.5693151354789734,0.5636850595474243,0.740662157535553,0.7745762467384338
0.6085299253463745,0.6333866715431213,0.7292020320892334,0.701694905757904
0.5828720927238464,0.675723135471344,0.735144317150116,0.699999988079071
0.593050479888916,0.5879100561141968,0.729626476764679,0.7491525411605835
0.638654887676239,0.7248092889785767,0.7067062854766846,0.6627118587493896
0.6230064034461975,0.5823338627815247,0.7236841917037964,0.7644068002700806
0.5736770033836365,0.5820333957672119,0.7402377128601074,0.7355931997299194
0.5606595277786255,0.5772337913513184,0.7487266659736633,0.7610169649124146
0.543750524520874,0.5476455092430115,0.7618845701217651,0.7576271295547485
0.5889050364494324,0.6133479475975037,0.7368420958518982,0.7457627058029175
0.5785436630249023,0.572404682636261,0.7385398745536804,0.7474576234817505
0.5609774589538574,0.5897322297096252,0.7466044425964355,0.7322033643722534
0.5210816860198975,0.5868157744407654,0.7644312381744385,0.7491525411605835
0.5834839344024658,0.5970205664634705,0.7483022212982178,0.7745762467384338
0.5503673553466797,0.5722424983978271,0.7572156190872192,0.7372881174087524
0.5542693734169006,0.57672119140625,0.7606111764907837,0.7440677881240845
0.5388494729995728,0.6562512516975403,0.7644312381744385,0.7135593295097351
0.5139078497886658,0.5748705863952637,0.7750424742698669,0.7542372941970825
0.5808765292167664,0.6313883066177368,0.738964319229126,0.7118644118309021
0.5370118021965027,0.600551187992096,0.7597622871398926,0.7525423765182495
0.5055552124977112,0.5881731510162354,0.7699490785598755,0.7474576234817505
0.5540497303009033,0.6014600992202759,0.7623090147972107,0.7305084466934204
0.5263504385948181,0.6333584189414978,0.7707979679107666,0.7389830350875854
0.5094406604766846,0.582118570804596,0.7767402529716492,0.7576271295547485
0.5847739577293396,0.6714029908180237,0.7461799383163452,0.7169491648674011
0.5223923325538635,0.6166616678237915,0.7733446359634399,0.7322033643722534
0.5282649397850037,0.6242482662200928,0.7746179699897766,0.7440677881240845
0.5673990249633789,0.6745976805686951,0.7419354915618896,0.691525399684906
0.5226022005081177,0.6536560654640198,0.7818335890769958,0.7169491648674011
0.48459190130233765,0.6676276326179504,0.7805602550506592,0.7203390002250671
0.5161608457565308,0.7594457268714905,0.7631579041481018,0.68813556432724
0.4987158179283142,0.6025826930999756,0.7873514294624329,0.7440677881240845
0.5331110954284668,0.6047436594963074,0.770373523235321,0.7627118825912476
0.5348129272460938,0.6211236715316772,0.7665534615516663,0.7440677881240845
0.5062869191169739,0.6426304578781128,0.7733446359634399,0.7389830350875854
0.5391919612884521,0.6253604888916016,0.7661290168762207,0.7474576234817505
0.47636955976486206,0.6578269600868225,0.7886247634887695,0.7406779527664185
0.5302153825759888,0.6121198534965515,0.7644312381744385,0.7423728704452515
0.48890388011932373,0.663901686668396,0.7954159379005432,0.7152542471885681
0.4971238374710083,0.6525329947471619,0.7801358103752136,0.7423728704452515
0.49058306217193604,0.6582517623901367,0.7869269847869873,0.7423728704452515
0.49983206391334534,0.8094046115875244,0.7784380316734314,0.6762712001800537
0.5360326766967773,0.6321072578430176,0.7750424742698669,0.7627118825912476
0.5011734366416931,0.7381397485733032,0.7894737124443054,0.7254237532615662
0.45891547203063965,0.6878010034561157,0.804753839969635,0.7372881174087524
0.514259397983551,0.6636338829994202,0.7805602550506592,0.7338982820510864
0.46414312720298767,0.6745861768722534,0.7975382208824158,0.7406779527664185
0.44597724080085754,0.7169434428215027,0.8056027293205261,0.7355931997299194
0.4342065751552582,0.7757289409637451,0.8123939037322998,0.701694905757904
0.526992917060852,0.6914602518081665,0.7686757445335388,0.7254237532615662
0.5160840749740601,0.6754634380340576,0.7729201912879944,0.7593220472335815
0.4194902777671814,0.793963611125946,0.8293718099594116,0.7169491648674011
0.48499399423599243,0.7529888153076172,0.803056001663208,0.696610152721405
0.5399045944213867,0.682019054889679,0.7724957466125488,0.7372881174087524
0.39818325638771057,0.7206751704216003,0.8353140950202942,0.7559322118759155
0.4091391861438751,0.7562162280082703,0.8264006972312927,0.7203390002250671
0.5037685036659241,0.7313141822814941,0.7890492081642151,0.7135593295097351
0.4097977578639984,0.8566011786460876,0.8285229206085205,0.6813559532165527
0.45623525977134705,0.7632935047149658,0.8017826676368713,0.7152542471885681
0.4169784188270569,0.848818838596344,0.8213073015213013,0.6745762825012207
0.3861673176288605,0.772705078125,0.8387096524238586,0.7457627058029175
0.43423694372177124,0.7563967108726501,0.8221561908721924,0.7440677881240845
0.4696626365184784,0.7518777847290039,0.8043293952941895,0.7186440825462341
0.477926105260849,0.8367928862571716,0.7945670485496521,0.6745762825012207
0.42943835258483887,0.7428690195083618,0.8200339674949646,0.7457627058029175
0.40767142176628113,0.7605576515197754,0.8323429822921753,0.7169491648674011
0.396739661693573,0.7214318513870239,0.8348896503448486,0.7474576234817505
0.37220337986946106,0.7410272359848022,0.8505942225456238,0.7423728704452515
0.5101514458656311,0.8596065044403076,0.7826825380325317,0.6745762825012207
0.4057621359825134,0.7970054149627686,0.8293718099594116,0.7372881174087524
0.3725735545158386,0.9938704967498779,0.8442274928092957,0.6491525173187256
0.3614713251590729,0.8422377705574036,0.848471999168396,0.7440677881240845
0.39197221398353577,0.7268798351287842,0.8370118737220764,0.7322033643722534
0.40936407446861267,0.7704894542694092,0.8289473652839661,0.7322033643722534
0.4055745601654053,0.7623724341392517,0.8293718099594116,0.7118644118309021
0.39218002557754517,0.7835261225700378,0.8327674269676208,0.7288135886192322
0.43473881483078003,0.7976720333099365,0.8208828568458557,0.7305084466934204
0.36048704385757446,0.7895674705505371,0.8493208885192871,0.7389830350875854
0.3065274655818939,0.9559540152549744,0.8722410798072815,0.701694905757904
0.4114477038383484,1.108091115951538,0.8353140950202942,0.5830508470535278
0.468843936920166,0.7603151202201843,0.8149405717849731,0.7440677881240845
0.30579566955566406,0.8913272023200989,0.8777589201927185,0.7288135886192322
0.26854485273361206,0.9905275702476501,0.88667231798172,0.7220339179039001
0.3228414058685303,1.112066626548767,0.8692699670791626,0.6406779885292053
0.5024870038032532,0.8720651268959045,0.7814091444015503,0.6796610355377197
0.3315311670303345,0.8893223404884338,0.8595076203346252,0.7169491648674011
0.3224852383136749,0.8834543824195862,0.8658743500709534,0.7288135886192322
0.3361627161502838,0.9051944017410278,0.8586587309837341,0.691525399684906
0.3367299735546112,0.8912609815597534,0.8590831756591797,0.7271186709403992
0.3684808313846588,0.8149276375770569,0.8501697778701782,0.7288135886192322
0.27542251348495483,0.9392750859260559,0.8858234286308289,0.7067796587944031
0.3658204674720764,0.8613100051879883,0.8590831756591797,0.691525399684906
0.31143099069595337,0.9013264179229736,0.8760611414909363,0.7305084466934204
0.3410729765892029,0.922635018825531,0.8612054586410522,0.7152542471885681
0.2507309019565582,0.9730560779571533,0.9002546668052673,0.701694905757904
0.26973026990890503,0.966579020023346,0.8917657136917114,0.7101694941520691
0.38748711347579956,0.8581859469413757,0.8391340970993042,0.7152542471885681
0.32536157965660095,0.9235404133796692,0.8658743500709534,0.7033898234367371
0.2816365659236908,0.9963630437850952,0.8841256499290466,0.7135593295097351
0.37471652030944824,0.800170361995697,0.8527164459228516,0.7118644118309021
0.2600369155406952,0.9301112294197083,0.8964346647262573,0.694915235042572
0.2420731782913208,0.9367283582687378,0.9053480625152588,0.7254237532615662
0.44646573066711426,0.8426128029823303,0.8183361887931824,0.7050847411155701
0.26744306087493896,0.918565034866333,0.8964346647262573,0.7271186709403992
